	Socioeconomic Score	Study Hours	Sleep Hours	Attendance (%)	Grades	Sleep + Study	Pass/Fail	Grades Percentile	Ranked Percentile	Percentile Number
719	0.59102	4.0	7.1	73.0	34.0	11.1	Fail	1	26	1
713	0.52632	3.5	9.5	50.0	34.0	13.0	Fail	1	26	1
583	0.15996	3.3	9.8	50.0	34.0	13.100000000000001	Fail	1	26	1
234	0.48823	1.4	9.3	42.0	34.0	10.700000000000001	Fail	1	26	1
232	0.24464	3.6	8.5	58.0	34.0	12.1	Fail	1	26	1
231	0.17543	1.8	9.1	41.0	34.0	10.9	Fail	1	26	1
700	0.11737	0.8	5.1	55.0	34.0	5.8999999999999995	Fail	1	26	1
153	0.62307	3.2	5.8	43.0	34.0	9.0	Fail	1	26	1
150	0.39292	1.8	8.3	47.0	34.0	10.100000000000001	Fail	1	26	1
148	0.26777	3.4	6.9	46.0	34.0	10.3	Fail	1	26	1
145	0.33917	3.9	8.7	63.0	34.0	12.6	Fail	1	26	1
1099	0.79114	1.3	8.2	54.0	34.0	9.5	Fail	1	26	1
1098	0.34456	3.8	8.2	57.0	34.0	12.0	Fail	1	26	1
363	0.48614	4.0	5.8	65.0	34.0	9.8	Fail	1	26	1
358	0.78309	3.8	8.5	68.0	34.0	12.3	Fail	1	26	1
1052	0.79666	3.9	6.6	55.0	34.0	10.5	Fail	1	26	1
1051	0.53916	3.6	6.9	51.0	34.0	10.5	Fail	1	26	1
1097	0.18011	3.2	9.5	47.0	34.0	12.7	Fail	1	26	1
1085	0.41945	3.5	9.9	58.0	34.0	13.4	Fail	1	26	1
1084	0.47705	3.8	5.2	68.0	34.0	9.0	Fail	1	26	1
1080	0.22663	3.2	9.5	57.0	34.0	12.7	Fail	1	26	1
1078	0.40789	3.8	6.3	68.0	34.0	10.1	Fail	1	26	1
57	0.60836	3.4	9.0	43.0	34.0	12.4	Fail	1	26	1
56	0.25436	3.5	8.6	51.0	34.0	12.1	Fail	1	26	1
1196	0.12252	1.6	10.0	43.0	34.0	11.6	Fail	1	26	1
1195	0.75137	3.6	8.4	61.0	34.0	12.0	Fail	1	26	1
307	0.48607	3.7	9.3	57.0	34.0	13.0	Fail	1	26	1
299	0.77758	0.8	7.4	54.0	34.0	8.200000000000001	Fail	1	26	1
292	0.25477	2.1	8.7	49.0	34.0	10.799999999999999	Fail	1	26	1
1103	0.70947	4.0	6.8	53.0	34.0	10.8	Fail	1	26	1
613	0.60215	3.2	6.6	45.0	34.0	9.8	Fail	1	26	1
612	0.32181	3.4	9.5	45.0	34.0	12.9	Fail	1	26	1
604	0.30774	3.8	8.4	64.0	34.0	12.2	Fail	1	26	1
142	0.49722	4.0	8.2	51.0	34.0	12.2	Fail	1	26	1
671	0.81137	3.3	9.8	48.0	34.0	13.100000000000001	Fail	1	26	1
133	0.72427	3.6	8.4	69.0	34.0	12.0	Fail	1	26	1
702	0.44597	1.2	8.3	45.0	34.0	9.5	Fail	1	26	1
701	0.68809	3.6	8.7	69.0	34.0	12.299999999999999	Fail	1	26	1
693	0.35995	3.0	9.8	44.0	34.0	12.8	Fail	1	26	1
692	0.79153	4.4	5.3	54.0	34.0	9.7	Fail	1	26	1
691	0.61693	3.6	8.7	67.0	34.0	12.299999999999999	Fail	1	26	1
688	0.47709	3.4	5.7	53.0	34.0	9.1	Fail	1	26	1
1187	0.59585	4.0	8.0	63.0	34.0	12.0	Fail	1	26	1
1185	0.42154	3.9	9.4	72.0	34.0	13.3	Fail	1	26	1
1181	0.2445	4.0	8.2	42.0	34.0	12.2	Fail	1	26	1
1175	0.18612	4.4	8.1	64.0	34.0	12.5	Fail	1	26	1
354	0.19141	4.7	9.9	57.0	34.0	14.600000000000001	Fail	1	26	1
347	0.81995	3.6	5.7	79.0	34.0	9.3	Fail	1	26	1
1117	0.80128	2.7	5.5	51.0	34.0	8.2	Fail	1	26	1
1116	0.89135	2.0	7.7	49.0	34.0	9.7	Fail	1	26	1
1112	0.39949	4.7	7.7	54.0	34.0	12.4	Fail	1	26	1
1110	0.51793	4.1	5.1	75.0	34.0	9.2	Fail	1	26	1
1109	0.4324	3.6	9.2	62.0	34.0	12.799999999999999	Fail	1	26	1
61	0.65211	3.6	7.3	54.0	34.0	10.9	Fail	1	26	1
1145	0.78854	3.7	8.2	68.0	34.0	11.899999999999999	Fail	1	26	1
344	0.5146	3.7	6.9	66.0	34.0	10.600000000000001	Fail	1	26	1
339	0.1749	3.9	8.7	42.0	34.0	12.6	Fail	1	26	1
54	0.15977	1.0	7.2	46.0	34.0	8.2	Fail	1	26	1
330	0.54546	3.5	9.6	53.0	34.0	13.1	Fail	1	26	1
1129	0.84013	3.9	6.0	69.0	34.0	9.9	Fail	1	26	1
1125	0.80829	3.3	9.3	46.0	34.0	12.600000000000001	Fail	1	26	1
1124	0.65607	3.5	8.3	48.0	34.0	11.8	Fail	1	26	1
1190	0.58349	3.7	6.8	78.0	34.0	10.5	Fail	1	26	1
623	0.78704	3.9	9.9	66.0	34.0	13.8	Fail	1	26	1
1330	0.44955	3.8	5.7	59.0	34.0	9.5	Fail	1	26	1
1327	0.74408	4.0	8.0	66.0	34.0	12.0	Fail	1	26	1
1323	0.21198	4.7	7.9	67.0	34.0	12.600000000000001	Fail	1	26	1
625	0.35095	3.0	7.1	42.0	34.0	10.1	Fail	1	26	1
658	0.10863	3.7	7.9	65.0	34.0	11.600000000000001	Fail	1	26	1
618	0.42228	3.8	8.2	61.0	34.0	12.0	Fail	1	26	1
21	0.58981	3.5	8.8	70.0	34.0	12.3	Fail	1	26	1
213	0.33475	3.4	9.1	61.0	34.0	12.5	Fail	1	26	1
211	0.48764	1.5	6.6	44.0	34.0	8.1	Fail	1	26	1
1351	0.62198	2.8	6.5	40.0	34.0	9.3	Fail	1	26	1
1374	0.17535	3.9	6.1	61.0	34.0	10.0	Fail	1	26	1
7	0.93487	1.4	8.0	47.0	34.0	9.4	Fail	1	26	1
1370	0.27348	3.3	9.9	41.0	34.0	13.2	Fail	1	26	1
1369	0.56037	3.5	9.0	56.0	34.0	12.5	Fail	1	26	1
1337	0.60294	2.9	6.7	46.0	34.0	9.6	Fail	1	26	1
9	0.6213	1.4	9.6	42.0	34.0	11.0	Fail	1	26	1
641	0.75045	2.4	7.8	45.0	34.0	10.2	Fail	1	26	1
1358	0.6064	3.6	9.8	59.0	34.0	13.4	Fail	1	26	1
1356	0.5497	1.2	5.8	48.0	34.0	7.0	Fail	1	26	1
1353	0.26002	3.0	9.9	43.0	34.0	12.9	Fail	1	26	1
1344	0.43684	4.0	9.3	64.0	34.0	13.3	Fail	1	26	1
1174	0.65214	3.7	5.3	59.0	34.0	9.0	Fail	1	26	1
858	0.27364	3.2	5.3	52.0	34.0	8.5	Fail	1	26	1
857	0.42233	3.6	8.8	54.0	34.0	12.4	Fail	1	26	1
876	0.8022	3.7	6.3	57.0	34.0	10.0	Fail	1	26	1
249	0.3399	3.4	6.2	49.0	34.0	9.6	Fail	1	26	1
248	0.52339	4.4	7.5	69.0	34.0	11.9	Fail	1	26	1
247	0.42887	1.0	8.2	48.0	34.0	9.2	Fail	1	26	1
246	0.69295	2.0	9.2	54.0	34.0	11.2	Fail	1	26	1
1281	0.51997	1.1	8.8	44.0	34.0	9.9	Fail	1	26	1
1280	0.6213	3.4	9.1	43.0	34.0	12.5	Fail	1	26	1
853	0.75672	1.6	8.2	40.0	34.0	9.799999999999999	Fail	1	26	1
849	0.36807	3.1	8.5	43.0	34.0	11.6	Fail	1	26	1
636	0.68194	3.6	8.7	72.0	34.0	12.299999999999999	Fail	1	26	1
629	0.48467	1.5	7.9	44.0	34.0	9.4	Fail	1	26	1
1379	0.42967	4.7	7.2	76.0	34.0	11.9	Fail	1	26	1
27	0.53559	3.8	8.2	59.0	34.0	12.0	Fail	1	26	1
24	0.6882	4.0	6.0	66.0	34.0	10.0	Fail	1	26	1
1355	0.32597	4.7	9.7	43.0	33.0	14.399999999999999	Fail	0	7	0
1357	0.77207	1.3	5.3	47.0	33.0	6.6	Fail	0	7	0
1359	0.17497	4.4	6.6	68.0	32.0	11.0	Fail	0	0	0
1360	0.26702	0.8	8.3	49.0	33.0	9.100000000000001	Fail	0	7	0
1377	0.37378	3.8	8.9	70.0	32.0	12.7	Fail	0	0	0
644	0.78601	3.8	6.8	62.0	33.0	10.6	Fail	0	7	0
646	0.59071	3.6	8.3	60.0	33.0	11.9	Fail	0	7	0
26	0.34563	2.8	5.6	40.0	33.0	8.399999999999999	Fail	0	7	0
30	0.40864	3.8	9.4	45.0	33.0	13.2	Fail	0	7	0
1381	0.13714	1.6	9.2	58.0	33.0	10.799999999999999	Fail	0	7	0
4	0.60447	3.8	10.0	75.0	33.0	13.8	Fail	0	7	0
2	0.68025	3.2	9.3	41.0	32.0	12.5	Fail	0	0	0
1347	0.79212	0.9	8.3	50.0	33.0	9.200000000000001	Fail	0	7	0
313	0.80284	3.7	9.7	75.0	33.0	13.399999999999999	Fail	0	7	0
317	0.25068	3.3	7.8	40.0	33.0	11.1	Fail	0	7	0
324	0.30339	3.6	8.2	66.0	33.0	11.799999999999999	Fail	0	7	0
1157	0.21859	3.0	9.5	44.0	33.0	12.5	Fail	0	7	0
333	0.14172	3.8	9.4	47.0	33.0	13.2	Fail	0	7	0
342	0.45431	3.5	9.2	72.0	32.0	12.7	Fail	0	0	0
343	0.37248	2.6	6.5	49.0	33.0	9.1	Fail	0	7	0
345	0.32658	3.5	5.9	66.0	32.0	9.4	Fail	0	0	0
1139	0.54869	3.9	9.4	63.0	33.0	13.3	Fail	0	7	0
1142	0.81256	3.3	7.9	43.0	33.0	11.2	Fail	0	7	0
1144	0.13304	4.1	10.0	41.0	33.0	14.1	Fail	0	7	0
1178	0.62185	3.7	8.2	52.0	33.0	11.899999999999999	Fail	0	7	0
1183	0.15578	3.4	9.5	49.0	33.0	12.9	Fail	0	7	0
1119	0.26608	3.5	9.4	68.0	33.0	12.9	Fail	0	7	0
1122	0.67485	3.5	5.2	58.0	32.0	8.7	Fail	0	0	0
1126	0.40084	3.3	9.4	46.0	33.0	12.7	Fail	0	7	0
1128	0.65342	2.5	8.6	55.0	33.0	11.1	Fail	0	7	0
1130	0.59165	3.5	8.3	54.0	33.0	11.8	Fail	0	7	0
1131	0.29659	4.0	8.7	54.0	33.0	12.7	Fail	0	7	0
1134	0.52821	4.2	9.6	71.0	33.0	13.8	Fail	0	7	0
62	0.68842	2.6	6.6	58.0	33.0	9.2	Fail	0	7	0
1106	0.32681	3.8	5.2	48.0	33.0	9.0	Fail	0	7	0
349	0.37376	4.0	8.2	63.0	33.0	12.2	Fail	0	7	0
357	0.27002	3.4	7.5	48.0	33.0	10.9	Fail	0	7	0
360	0.42078	3.9	8.4	69.0	33.0	12.3	Fail	0	7	0
362	0.46419	3.6	9.1	77.0	33.0	12.7	Fail	0	7	0
52	0.68935	4.2	7.8	72.0	33.0	12.0	Fail	0	7	0
53	0.13906	3.6	8.7	62.0	33.0	12.299999999999999	Fail	0	7	0
302	0.31145	1.8	9.9	46.0	33.0	11.700000000000001	Fail	0	7	0
304	0.32549	3.6	8.6	46.0	33.0	12.2	Fail	0	7	0
305	0.18274	4.0	9.6	61.0	33.0	13.6	Fail	0	7	0
1194	0.64873	3.6	10.0	66.0	33.0	13.6	Fail	0	7	0
1068	0.13744	4.4	6.3	71.0	33.0	10.7	Fail	0	7	0
1081	0.29771	4.0	6.6	59.0	33.0	10.6	Fail	0	7	0
1082	0.53375	3.7	6.9	51.0	33.0	10.600000000000001	Fail	0	7	0
1089	0.76048	3.5	9.6	59.0	32.0	13.1	Fail	0	0	0
1091	0.60013	2.1	8.8	48.0	33.0	10.9	Fail	0	7	0
364	0.51029	3.4	10.0	43.0	32.0	13.4	Fail	0	0	0
177	0.2921	3.6	8.5	51.0	33.0	12.1	Fail	0	7	0
187	0.67271	4.3	9.8	67.0	33.0	14.100000000000001	Fail	0	7	0
1065	0.54871	3.8	9.2	43.0	32.0	13.0	Fail	0	0	0
1206	0.33863	3.1	5.4	42.0	32.0	8.5	Fail	0	0	0
276	0.56856	2.4	7.1	41.0	32.0	9.5	Fail	0	0	0
278	0.40154	4.0	10.0	79.0	33.0	14.0	Fail	0	7	0
280	0.86987	2.1	9.0	48.0	33.0	11.1	Fail	0	7	0
281	0.49205	1.0	8.5	52.0	32.0	9.5	Fail	0	0	0
290	0.63655	3.6	9.7	52.0	33.0	13.299999999999999	Fail	0	7	0
1217	0.51004	4.4	6.3	60.0	33.0	10.7	Fail	0	7	0
379	0.1086	3.3	9.1	44.0	33.0	12.399999999999999	Fail	0	7	0
386	0.26803	1.4	8.8	50.0	33.0	10.200000000000001	Fail	0	7	0
1044	0.54643	3.4	8.7	48.0	33.0	12.1	Fail	0	7	0
397	0.19887	2.9	5.4	42.0	33.0	8.3	Fail	0	7	0
403	0.8606	1.9	9.5	53.0	32.0	11.4	Fail	0	0	0
68	0.35364	3.3	9.9	40.0	33.0	13.2	Fail	0	7	0
69	0.44383	3.9	6.8	53.0	33.0	10.7	Fail	0	7	0
71	0.20105	3.2	6.7	44.0	33.0	9.9	Fail	0	7	0
76	0.41558	3.2	6.9	47.0	33.0	10.100000000000001	Fail	0	7	0
1219	0.70645	3.9	8.3	60.0	33.0	12.200000000000001	Fail	0	7	0
1222	0.26802	2.5	9.3	46.0	33.0	11.8	Fail	0	7	0
257	0.22673	3.9	8.8	58.0	33.0	12.700000000000001	Fail	0	7	0
260	0.1699	3.7	6.1	66.0	33.0	9.8	Fail	0	7	0
272	0.39573	3.5	9.5	57.0	33.0	13.0	Fail	0	7	0
1229	0.36127	3.6	8.3	58.0	32.0	11.9	Fail	0	0	0
1003	0.40641	2.9	8.8	47.0	33.0	11.700000000000001	Fail	0	7	0
1005	0.62659	3.6	5.5	60.0	33.0	9.1	Fail	0	7	0
1014	0.47071	3.6	8.2	71.0	33.0	11.799999999999999	Fail	0	7	0
407	0.13639	3.8	7.0	51.0	33.0	10.8	Fail	0	7	0
415	0.71946	3.3	8.6	50.0	33.0	11.899999999999999	Fail	0	7	0
420	0.74728	2.9	7.7	58.0	33.0	10.6	Fail	0	7	0
423	0.71362	3.2	9.1	40.0	33.0	12.3	Fail	0	7	0
431	0.64801	3.8	5.5	51.0	33.0	9.3	Fail	0	7	0
434	0.49942	4.3	9.0	63.0	33.0	13.3	Fail	0	7	0
435	0.35642	3.9	5.8	53.0	33.0	9.7	Fail	0	7	0
977	0.59193	3.0	8.2	44.0	33.0	11.2	Fail	0	7	0
980	0.11897	3.5	9.6	44.0	33.0	13.1	Fail	0	7	0
984	0.74755	4.0	6.4	54.0	33.0	10.4	Fail	0	7	0
83	0.4561	3.9	9.1	64.0	33.0	13.0	Fail	0	7	0
86	0.72353	2.3	6.4	51.0	33.0	8.7	Fail	0	7	0
427	0.42533	3.6	8.4	51.0	33.0	12.0	Fail	0	7	0
1257	0.42805	3.3	8.3	47.0	33.0	11.600000000000001	Fail	0	7	0
948	0.1077	3.8	9.5	87.0	33.0	13.3	Fail	0	7	0
949	0.17869	2.8	6.7	49.0	33.0	9.5	Fail	0	7	0
962	0.8255	3.8	7.4	65.0	33.0	11.2	Fail	0	7	0
447	0.81049	3.6	7.4	68.0	33.0	11.0	Fail	0	7	0
448	0.26142	3.8	9.8	67.0	33.0	13.600000000000001	Fail	0	7	0
454	0.25171	4.1	9.3	57.0	33.0	13.4	Fail	0	7	0
466	0.60386	3.5	9.4	72.0	33.0	12.9	Fail	0	7	0
467	0.32222	3.3	8.8	53.0	33.0	12.100000000000001	Fail	0	7	0
920	0.85888	0.9	8.2	45.0	32.0	9.1	Fail	0	0	0
926	0.79264	3.8	6.2	57.0	33.0	10.0	Fail	0	7	0
929	0.88739	2.2	8.6	43.0	33.0	10.8	Fail	0	7	0
933	0.84254	2.6	8.9	48.0	33.0	11.5	Fail	0	7	0
36	0.91607	2.1	7.9	56.0	33.0	10.0	Fail	0	7	0
40	0.37128	3.7	9.2	80.0	33.0	12.899999999999999	Fail	0	7	0
194	0.69322	3.6	9.5	68.0	33.0	13.1	Fail	0	7	0
898	0.2027	1.3	9.6	46.0	33.0	10.9	Fail	0	7	0
900	0.376	4.5	8.2	47.0	33.0	12.7	Fail	0	7	0
907	0.14042	3.7	9.6	81.0	33.0	13.3	Fail	0	7	0
910	0.2677	4.2	9.0	49.0	33.0	13.2	Fail	0	7	0
913	0.34453	3.6	9.9	59.0	33.0	13.5	Fail	0	7	0
916	0.48532	0.8	6.9	41.0	33.0	7.7	Fail	0	7	0
878	0.55111	3.6	8.0	56.0	33.0	11.6	Fail	0	7	0
488	0.75161	0.8	9.4	56.0	33.0	10.200000000000001	Fail	0	7	0
882	0.23128	3.8	8.9	59.0	32.0	12.7	Fail	0	0	0
886	0.45563	3.7	8.7	44.0	32.0	12.399999999999999	Fail	0	0	0
197	0.38012	2.5	7.1	42.0	33.0	9.6	Fail	0	7	0
202	0.45348	2.6	8.6	59.0	33.0	11.2	Fail	0	7	0
1268	0.13855	3.9	8.6	84.0	33.0	12.5	Fail	0	7	0
1278	0.71761	3.8	8.1	59.0	33.0	11.899999999999999	Fail	0	7	0
498	0.18544	3.2	6.9	55.0	33.0	10.100000000000001	Fail	0	7	0
505	0.61728	4.3	9.0	48.0	33.0	13.3	Fail	0	7	0
511	0.17793	4.5	9.1	50.0	33.0	13.6	Fail	0	7	0
869	0.87387	2.3	5.3	59.0	33.0	7.6	Fail	0	7	0
875	0.15862	1.7	9.5	42.0	33.0	11.2	Fail	0	7	0
855	0.374	3.1	5.5	47.0	33.0	8.6	Fail	0	7	0
859	0.2835	3.0	9.0	42.0	33.0	12.0	Fail	0	7	0
861	0.54012	3.0	9.0	52.0	32.0	12.0	Fail	0	0	0
104	0.60281	3.6	5.1	48.0	33.0	8.7	Fail	0	7	0
106	0.41068	2.0	8.6	49.0	33.0	10.6	Fail	0	7	0
107	0.26731	4.0	8.8	65.0	33.0	12.8	Fail	0	7	0
521	0.11231	3.0	9.7	44.0	33.0	12.7	Fail	0	7	0
839	0.18782	3.6	5.7	55.0	33.0	9.3	Fail	0	7	0
844	0.18753	3.6	6.7	56.0	33.0	10.3	Fail	0	7	0
1279	0.28024	3.6	9.4	50.0	33.0	13.0	Fail	0	7	0
243	0.59385	3.6	9.6	67.0	33.0	13.2	Fail	0	7	0
244	0.14127	3.9	9.1	60.0	33.0	13.0	Fail	0	7	0
256	0.13346	3.7	9.3	66.0	33.0	13.0	Fail	0	7	0
124	0.49489	1.2	5.8	53.0	33.0	7.0	Fail	0	7	0
819	0.20719	3.3	9.5	57.0	33.0	12.8	Fail	0	7	0
512	0.6332	3.5	8.3	43.0	32.0	11.8	Fail	0	0	0
513	0.78289	3.0	6.7	52.0	33.0	9.7	Fail	0	7	0
806	0.7516	3.9	9.1	53.0	33.0	13.0	Fail	0	7	0
117	0.12899	2.2	8.2	51.0	33.0	10.399999999999999	Fail	0	7	0
785	0.12738	3.7	9.6	57.0	33.0	13.3	Fail	0	7	0
533	0.62325	3.5	7.2	55.0	33.0	10.7	Fail	0	7	0
535	0.11046	1.4	6.4	46.0	33.0	7.800000000000001	Fail	0	7	0
547	0.5395	3.6	6.3	59.0	33.0	9.9	Fail	0	7	0
552	0.31739	3.6	8.6	55.0	33.0	12.2	Fail	0	7	0
764	0.58362	3.1	7.9	46.0	33.0	11.0	Fail	0	7	0
768	0.36006	3.5	8.1	58.0	33.0	11.6	Fail	0	7	0
1311	0.33911	2.7	9.7	43.0	33.0	12.399999999999999	Fail	0	7	0
1314	0.48943	3.7	7.2	69.0	32.0	10.9	Fail	0	0	0
733	0.72515	3.4	9.6	71.0	33.0	13.0	Fail	0	7	0
576	0.75142	3.8	10.0	69.0	33.0	13.8	Fail	0	7	0
577	0.70275	2.6	9.9	52.0	33.0	12.5	Fail	0	7	0
743	0.83529	2.9	5.3	45.0	33.0	8.2	Fail	0	7	0
712	0.56289	3.4	7.8	42.0	33.0	11.2	Fail	0	7	0
589	0.70295	3.6	9.8	45.0	33.0	13.4	Fail	0	7	0
592	0.71455	3.0	8.9	54.0	33.0	11.9	Fail	0	7	0
595	0.36296	3.6	6.2	47.0	33.0	9.8	Fail	0	7	0
136	0.1903	4.2	5.3	50.0	33.0	9.5	Fail	0	7	0
606	0.22528	4.0	9.8	64.0	33.0	13.8	Fail	0	7	0
615	0.13504	1.2	9.7	45.0	33.0	10.899999999999999	Fail	0	7	0
705	0.30115	3.5	6.4	61.0	32.0	9.9	Fail	0	0	0
709	0.46541	3.8	8.4	69.0	33.0	12.2	Fail	0	7	0
226	0.65729	1.3	9.5	42.0	33.0	10.8	Fail	0	7	0
227	0.51212	3.5	9.0	57.0	33.0	12.5	Fail	0	7	0
239	0.39732	0.9	8.6	46.0	33.0	9.5	Fail	0	7	0
1324	0.49703	3.3	9.8	44.0	33.0	13.100000000000001	Fail	0	7	0
1326	0.61422	3.6	8.8	59.0	33.0	12.4	Fail	0	7	0
156	0.2511	3.6	8.8	53.0	33.0	12.4	Fail	0	7	0
703	0.70538	3.6	8.6	63.0	33.0	12.2	Fail	0	7	0
704	0.62982	3.3	9.0	49.0	33.0	12.3	Fail	0	7	0
129	0.48911	3.6	5.6	50.0	33.0	9.2	Fail	0	7	0
679	0.28787	3.7	6.9	65.0	33.0	10.600000000000001	Fail	0	7	0
681	0.41563	3.6	5.9	60.0	32.0	9.5	Fail	0	0	0
683	0.62696	3.8	9.7	74.0	33.0	13.5	Fail	0	7	0
653	0.10829	3.7	6.5	70.0	33.0	10.2	Fail	0	7	0
157	0.39414	3.6	8.6	54.0	33.0	12.2	Fail	0	7	0
632	0.80839	3.0	9.9	49.0	33.0	12.9	Fail	0	7	0
669	0.16586	3.5	9.2	42.0	32.0	12.7	Fail	0	0	0
670	0.53825	4.1	8.7	72.0	33.0	12.799999999999999	Fail	0	7	0
1340	0.7258	3.6	7.4	57.0	33.0	11.0	Fail	0	7	0
210	0.27783	4.5	9.1	62.0	32.0	13.6	Fail	0	0	0
212	0.55153	3.6	6.8	65.0	33.0	10.4	Fail	0	7	0
216	0.11831	3.6	9.3	72.0	33.0	12.9	Fail	0	7	0
1342	0.40969	3.4	8.9	55.0	33.0	12.3	Fail	0	7	0
15	0.42548	3.9	9.3	68.0	33.0	13.200000000000001	Fail	0	7	0
